task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
490	a6/98f71a	13160700	ame_run_shuffle (2475)	CACHED	0	2021-09-14 15:39:50.925	1m 15s	56.3s	79.1%	15.1 MB	340.9 MB	1.8 MB	8.3 MB
484	f2/ef97de	13160694	ame_run_shuffle (2470)	CACHED	0	2021-09-14 15:39:50.832	14.8s	634ms	34.8%	2.8 MB	11 MB	1.6 MB	934.1 KB
491	17/7b015e	13160719	ame_run_shuffle (2491)	CACHED	0	2021-09-14 15:39:55.831	29.8s	328ms	20.2%	0	0	855.3 KB	509.4 KB
477	c5/78d1ea	13160690	ame_run_shuffle (2463)	CACHED	0	2021-09-14 15:39:50.786	29.8s	20s	68.9%	13.3 MB	340.8 MB	1.4 MB	5 MB
480	c8/b3bed3	13160693	ame_run_shuffle (2466)	CACHED	0	2021-09-14 15:39:50.819	1m 20s	1m 6s	81.4%	15.3 MB	340.9 MB	1.8 MB	9.2 MB
488	22/5b57a9	13160707	ame_run_shuffle (2483)	CACHED	0	2021-09-14 15:39:55.647	15s	360ms	24.4%	0	0	855.5 KB	492.6 KB
492	5f/10e59a	13160729	ame_run_shuffle (2505)	CACHED	0	2021-09-14 15:40:00.700	4m 45s	4m 13s	86.6%	20.2 MB	340.8 MB	2.6 MB	45 MB
498	97/dc37f1	13160702	ame_run_shuffle (2477)	CACHED	0	2021-09-14 15:39:50.944	59.7s	41.5s	75.5%	14.2 MB	340.9 MB	1.5 MB	3.9 MB
500	25/dced23	13160701	ame_run_shuffle (2481)	CACHED	0	2021-09-14 15:39:50.935	19.7s	305ms	21.6%	0	0	825.4 KB	485.9 KB
499	fb/5dd6f0	13160735	ame_run_shuffle (2510)	CACHED	0	2021-09-14 15:40:00.793	44.8s	10.1s	70.8%	12.3 MB	340.8 MB	1022.8 KB	2.5 MB
497	00/72e0cf	13160705	ame_run_shuffle (2480)	CACHED	0	2021-09-14 15:39:50.977	19.7s	323ms	23.1%	0	0	825.4 KB	486.2 KB
496	93/acff32	13160703	ame_run_shuffle (2478)	CACHED	0	2021-09-14 15:39:50.954	1m 10s	51.1s	78.4%	14.8 MB	340.9 MB	1.7 MB	7.4 MB
493	52/50ee80	13160736	ame_run_shuffle (2511)	CACHED	0	2021-09-14 15:40:00.822	39.8s	353ms	25.5%	0	0	855.3 KB	517 KB
512	39/9ad658	13160704	ame_run_shuffle (2485)	CACHED	0	2021-09-14 15:39:50.967	54.7s	36.9s	76.3%	13.8 MB	340.9 MB	1.4 MB	3.2 MB
506	86/1ebd0c	13160711	ame_run_shuffle (2487)	CACHED	0	2021-09-14 15:39:55.704	19.9s	370ms	26.1%	0	0	736.9 KB	456.2 KB
510	bc/c8c3e1	13160740	ame_run_shuffle (2515)	CACHED	0	2021-09-14 15:40:05.636	1m 15s	36s	75.9%	13.7 MB	340.8 MB	1.3 MB	2.5 MB
502	86/1123a7	13160706	ame_run_shuffle (2482)	CACHED	0	2021-09-14 15:39:55.635	15s	346ms	21.3%	0	0	825.7 KB	475.8 KB
503	77/7a4891	13160722	ame_run_shuffle (2488)	CACHED	0	2021-09-14 15:39:55.863	29.8s	363ms	24.3%	0	0	736.9 KB	431.9 KB
519	a2/96febd	13160723	ame_run_shuffle (2496)	CACHED	0	2021-09-14 15:39:55.875	39.8s	10.5s	69.4%	12.4 MB	340.8 MB	1016.6 KB	2.6 MB
518	ab/8465b4	13160726	ame_run_shuffle (2509)	CACHED	0	2021-09-14 15:40:00.659	25s	415ms	23.1%	0	0	895.6 KB	501.5 KB
494	42/8507be	13160698	ame_run_shuffle (2476)	CACHED	0	2021-09-14 15:39:50.888	1m 45s	1m 29s	84.2%	17.8 MB	340.8 MB	1.8 MB	8.3 MB
524	39/45746c	13160734	ame_run_shuffle (2512)	CACHED	0	2021-09-14 15:40:00.784	1m 20s	41.7s	76.0%	14.3 MB	340.9 MB	1.5 MB	4.4 MB
527	68/f5039a	13160725	ame_run_shuffle (2507)	CACHED	0	2021-09-14 15:40:00.648	1m 25s	58.8s	80.4%	15.1 MB	340.9 MB	1.8 MB	8.6 MB
504	b5/3bff1b	13160753	ame_run_shuffle (2527)	CACHED	0	2021-09-14 15:40:10.673	1m 5s	12.9s	69.0%	12.6 MB	340.8 MB	904.4 KB	2.2 MB
495	35/b9eeba	13160738	ame_run_shuffle (2513)	CACHED	0	2021-09-14 15:40:00.845	1m 25s	40.9s	75.9%	14.2 MB	340.8 MB	1.3 MB	3.1 MB
534	69/88e525	13160742	ame_run_shuffle (2523)	CACHED	0	2021-09-14 15:40:05.663	60s	14.9s	70.1%	13.1 MB	340.8 MB	978.3 KB	3.3 MB
535	2e/70bf71	13160769	ame_run_shuffle (2537)	CACHED	0	2021-09-14 15:40:20.692	3m 15s	2m 13s	85.0%	18.7 MB	340.8 MB	1.8 MB	11.7 MB
537	38/87a79e	13160751	ame_run_shuffle (2528)	CACHED	0	2021-09-14 15:40:10.637	50s	405ms	23.7%	0	0	764.2 KB	435.3 KB
538	88/8e90cc	13160756	ame_run_shuffle (2529)	CACHED	0	2021-09-14 15:40:10.715	54.9s	376ms	26.0%	0	0	764 KB	448.4 KB
520	86/5107e7	13160724	ame_run_shuffle (2500)	CACHED	0	2021-09-14 15:40:00.636	25s	357ms	24.4%	0	0	895.4 KB	510.8 KB
540	5a/cd582c	13160773	ame_run_shuffle (2543)	CACHED	0	2021-09-14 15:40:25.663	60s	371ms	23.2%	0	0	739.1 KB	424.6 KB
539	a5/411246	13160772	ame_run_shuffle (2542)	CACHED	0	2021-09-14 15:40:25.649	55s	359ms	21.4%	0	0	738.8 KB	459.3 KB
541	10/ba7563	13160765	ame_run_shuffle (2538)	CACHED	0	2021-09-14 15:40:20.648	1m 40s	47.7s	79.2%	14.5 MB	340.9 MB	1.4 MB	5 MB
533	c2/a8fcff	13160754	ame_run_shuffle (2535)	CACHED	0	2021-09-14 15:40:10.686	55s	423ms	27.0%	0	0	811 KB	478.7 KB
545	61/f11ae9	13160762	ame_run_shuffle (2534)	CACHED	0	2021-09-14 15:40:15.676	2m 45s	1m 55s	84.4%	18.3 MB	340.8 MB	1.7 MB	11.6 MB
505	cb/48953c	13160737	ame_run_shuffle (2514)	CACHED	0	2021-09-14 15:40:00.834	2m 30s	1m 51s	83.8%	18.2 MB	340.8 MB	1.7 MB	9 MB
530	c2/63f213	13160741	ame_run_shuffle (2521)	CACHED	0	2021-09-14 15:40:05.651	45s	429ms	25.7%	0	0	811 KB	480.8 KB
548	e4/76d901	13160749	ame_run_shuffle (2522)	CACHED	0	2021-09-14 15:40:05.765	54.9s	411ms	25.9%	0	0	810.7 KB	471.6 KB
544	f5/fae7ee	13160755	ame_run_shuffle (2526)	CACHED	0	2021-09-14 15:40:10.701	2m 5s	1m 11s	81.7%	15.6 MB	340.9 MB	1.7 MB	10.1 MB
546	ba/7379fb	13160787	ame_run_shuffle (2553)	CACHED	0	2021-09-14 15:40:35.673	1m 10s	10s	70.0%	12.2 MB	340.8 MB	834.4 KB	1.5 MB
553	0a/08ac20	13160782	ame_run_shuffle (2550)	CACHED	0	2021-09-14 15:40:30.675	1m 5s	275ms	23.5%	0	0	666.8 KB	398.1 KB
507	c9/df51cb	13160710	ame_run_shuffle (2492)	CACHED	0	2021-09-14 15:39:55.693	1m 5s	46.3s	78.0%	14 MB	340.8 MB	1.2 MB	2.8 MB
558	5f/3358ec	13160761	ame_run_shuffle (2533)	CACHED	0	2021-09-14 15:40:15.663	1m 5s	14.1s	68.9%	12.4 MB	340.8 MB	931.6 KB	3 MB
555	20/41d42e	13160759	ame_run_shuffle (2532)	CACHED	0	2021-09-14 15:40:15.637	50s	438ms	27.3%	0	0	764.2 KB	441.6 KB
557	70/2c4bfd	13160767	ame_run_shuffle (2536)	CACHED	0	2021-09-14 15:40:20.670	1m 45s	50.2s	78.1%	14.5 MB	340.8 MB	1.2 MB	3.7 MB
560	b4/460b24	13160771	ame_run_shuffle (2541)	CACHED	0	2021-09-14 15:40:25.638	55s	326ms	26.1%	0	0	738.8 KB	455.3 KB
561	55/5c451b	13160743	ame_run_shuffle (2516)	CACHED	0	2021-09-14 15:40:05.674	2m 20s	1m 33s	83.5%	17.9 MB	340.8 MB	1.8 MB	11.2 MB
525	b6/3b38d4	13160731	ame_run_shuffle (2502)	CACHED	0	2021-09-14 15:40:00.727	34.9s	345ms	23.1%	0	0	849.3 KB	473.4 KB
564	a4/fdce48	13160746	ame_run_shuffle (2520)	CACHED	0	2021-09-14 15:40:05.723	54.9s	411ms	25.9%	0	0	810.7 KB	508.9 KB
508	94/16967f	13160760	ame_run_shuffle (2531)	CACHED	0	2021-09-14 15:40:15.649	50s	350ms	25.8%	0	0	849.3 KB	483.5 KB
529	f7/ac5fdb	13160728	ame_run_shuffle (2504)	CACHED	0	2021-09-14 15:40:00.687	2m 5s	1m 35s	83.6%	17.9 MB	340.8 MB	1.9 MB	9.4 MB
517	a4/1b2c7c	13160720	ame_run_shuffle (2495)	CACHED	0	2021-09-14 15:39:55.841	29.8s	326ms	22.9%	0	0	849.1 KB	479.8 KB
549	14/7b13e6	13160785	ame_run_shuffle (2551)	CACHED	0	2021-09-14 15:40:35.650	1m	265ms	18.2%	0	0	666.8 KB	418 KB
556	98/46f1f1	13160744	ame_run_shuffle (2517)	CACHED	0	2021-09-14 15:40:05.690	1m 20s	25s	73.8%	14.2 MB	340.8 MB	1.3 MB	3.8 MB
566	2b/086a6b	13160814	ame_run_shuffle (2577)	CACHED	0	2021-09-14 15:41:05.725	1m 5s	359ms	22.1%	0	0	744.5 KB	462.6 KB
563	b7/7c405e	13160813	ame_run_shuffle (2576)	CACHED	0	2021-09-14 15:41:05.712	1m 5s	391ms	26.0%	0	0	744.7 KB	425.6 KB
569	b7/7e77c0	13160766	ame_run_shuffle (2540)	CACHED	0	2021-09-14 15:40:20.659	55s	372ms	22.9%	0	0	739.1 KB	424.1 KB
570	0f/9ed900	13160757	ame_run_shuffle (2524)	CACHED	0	2021-09-14 15:40:10.729	1m 45s	52.1s	80.0%	14.7 MB	340.8 MB	1.3 MB	3.8 MB
571	31/385ec6	13160768	ame_run_shuffle (2539)	CACHED	0	2021-09-14 15:40:20.681	2m 5s	1m 6s	81.6%	15.6 MB	340.9 MB	1.6 MB	7.6 MB
554	90/acaff2	13160806	ame_run_shuffle (2569)	CACHED	0	2021-09-14 15:41:00.751	54.9s	530ms	32.1%	0	0	1.5 MB	772.2 KB
528	64/01f772	13160718	ame_run_shuffle (2503)	CACHED	0	2021-09-14 15:39:55.821	34.8s	11.2s	68.4%	12.1 MB	340.8 MB	1 MB	2.6 MB
572	a8/b29ee5	13160817	ame_run_shuffle (2580)	CACHED	0	2021-09-14 15:41:10.657	1m 15s	12.9s	69.1%	12.6 MB	340.8 MB	912.1 KB	2.5 MB
511	96/fc1c8b	13160721	ame_run_shuffle (2498)	CACHED	0	2021-09-14 15:39:55.851	1m 25s	55.6s	78.9%	15.4 MB	340.9 MB	1.7 MB	11.8 MB
577	8f/80802a	13160815	ame_run_shuffle (2578)	CACHED	0	2021-09-14 15:41:10.636	1m	366ms	24.1%	0	0	744.5 KB	440.9 KB
568	a5/3df901	13160748	ame_run_shuffle (2530)	CACHED	0	2021-09-14 15:40:05.752	54.9s	392ms	25.8%	0	0	764 KB	470.3 KB
522	aa/021da4	13160717	ame_run_shuffle (2497)	CACHED	0	2021-09-14 15:39:55.811	1m 5s	41.3s	75.0%	14.2 MB	340.8 MB	1.3 MB	6.5 MB
531	c7/5e7a51	13160745	ame_run_shuffle (2518)	CACHED	0	2021-09-14 15:40:05.703	1m 35s	42.6s	75.9%	14.5 MB	340.9 MB	1.5 MB	3.7 MB
516	8d/f395df	13160708	ame_run_shuffle (2484)	CACHED	0	2021-09-14 15:39:55.668	25s	10.3s	68.6%	12.3 MB	340.8 MB	993 KB	2 MB
514	a1/86fbad	13160732	ame_run_shuffle (2501)	CACHED	0	2021-09-14 15:40:00.739	34.9s	349ms	22.8%	0	0	855.5 KB	515.1 KB
526	5c/be6a9d	13160730	ame_run_shuffle (2506)	CACHED	0	2021-09-14 15:40:00.713	29.9s	346ms	22.9%	0	0	895.6 KB	506.6 KB
573	8d/61338a	13160774	ame_run_shuffle (2544)	CACHED	0	2021-09-14 15:40:25.674	1m 10s	12.9s	70.2%	12.9 MB	340.8 MB	906.4 KB	2.3 MB
565	88/0f3f29	13160764	ame_run_shuffle (2519)	CACHED	0	2021-09-14 15:40:20.638	2m 5s	1m 15s	81.9%	15.7 MB	340.9 MB	1.7 MB	11.2 MB
559	e4/785480	13160789	ame_run_shuffle (2555)	CACHED	0	2021-09-14 15:40:40.643	1m 35s	39.3s	76.7%	13.8 MB	340.8 MB	1.1 MB	1.8 MB
509	e9/c36070	13160714	ame_run_shuffle (2494)	CACHED	0	2021-09-14 15:39:55.755	24.9s	357ms	20.9%	0	0	849.1 KB	522.2 KB
521	9a/b99f19	13160733	ame_run_shuffle (2508)	CACHED	0	2021-09-14 15:40:00.756	34.9s	360ms	22.3%	0	0	895.4 KB	494.1 KB
515	74/b728a6	13160715	ame_run_shuffle (2486)	CACHED	0	2021-09-14 15:39:55.770	24.9s	397ms	26.6%	0	0	737.1 KB	423.2 KB
536	9f/f2b672	13160747	ame_run_shuffle (2525)	CACHED	0	2021-09-14 15:40:05.738	1m 50s	55.9s	79.2%	14.7 MB	340.9 MB	1.4 MB	4 MB
501	4a/a2c041	13160699	ame_run_shuffle (2479)	CACHED	0	2021-09-14 15:39:50.910	14.7s	323ms	24.2%	0	0	825.6 KB	463.2 KB
578	24/fb30c6	13160799	ame_run_shuffle (2562)	CACHED	0	2021-09-14 15:41:00.657	51.4s	7.8s	70.3%	12.2 MB	340.8 MB	773.6 KB	1.5 MB
523	cb/4c250d	13160716	ame_run_shuffle (2490)	CACHED	0	2021-09-14 15:39:55.780	24.9s	378ms	25.5%	0	0	737.1 KB	420.4 KB
582	1c/a7aac2	13160821	ame_run_shuffle (2584)	CACHED	0	2021-09-14 15:41:20.651	1m 40s	43.1s	77.6%	14.8 MB	340.9 MB	1.5 MB	4.5 MB
580	90/e51a30	13160818	ame_run_shuffle (2581)	CACHED	0	2021-09-14 15:41:15.641	2m 45s	1m 48s	84.2%	18.1 MB	340.8 MB	1.7 MB	8.9 MB
543	4e/d06ec9	13160777	ame_run_shuffle (2546)	CACHED	0	2021-09-14 15:40:25.707	1m 50s	47.5s	77.7%	14.7 MB	340.8 MB	1.2 MB	2.5 MB
584	74/f80b94	13160712	ame_run_shuffle (2489)	CACHED	0	2021-09-14 15:39:55.716	1m 45s	1m 24s	83.9%	17.9 MB	340.8 MB	1.8 MB	7.7 MB
587	6d/dda776	13160820	ame_run_shuffle (2583)	CACHED	0	2021-09-14 15:41:20.639	1m 45s	49.5s	78.1%	14.5 MB	340.9 MB	1.4 MB	3.3 MB
579	31/788a89	13160800	ame_run_shuffle (2563)	CACHED	0	2021-09-14 15:41:00.674	1m 50s	1m 9s	81.7%	17.7 MB	340.8 MB	1.6 MB	5 MB
586	b7/9d5475	13160810	ame_run_shuffle (2573)	CACHED	0	2021-09-14 15:41:05.672	2m 15s	1m 21s	83.1%	15.7 MB	340.8 MB	1.9 MB	16.4 MB
567	ef/569a5b	13160816	ame_run_shuffle (2579)	CACHED	0	2021-09-14 15:41:10.648	60s	393ms	24.6%	0	0	744.7 KB	425.9 KB
550	9c/6cc3eb	13160779	ame_run_shuffle (2547)	CACHED	0	2021-09-14 15:40:30.639	1m 45s	48.7s	78.4%	14.6 MB	340.9 MB	1.3 MB	5.3 MB
552	ef/56ed9d	13160786	ame_run_shuffle (2552)	CACHED	0	2021-09-14 15:40:35.661	1m	309ms	24.8%	0	0	667.1 KB	415.1 KB
562	8b/2ad462	13160791	ame_run_shuffle (2556)	CACHED	0	2021-09-14 15:40:45.644	1m 35s	39.6s	76.5%	14.5 MB	340.9 MB	1.3 MB	1.5 MB
532	02/e98627	13160727	ame_run_shuffle (2499)	CACHED	0	2021-09-14 15:40:00.673	1m 30s	1m 4s	80.7%	15.6 MB	340.9 MB	1.6 MB	8.4 MB
513	7d/ba2a24	13160709	ame_run_shuffle (2493)	CACHED	0	2021-09-14 15:39:55.681	1m 5s	48.2s	77.3%	14.5 MB	340.9 MB	1.3 MB	5.9 MB
581	e2/818884	13160819	ame_run_shuffle (2582)	CACHED	0	2021-09-14 15:41:15.650	1m 45s	45.5s	78.7%	14.5 MB	340.8 MB	1.2 MB	4.5 MB
542	9a/8f03e1	13160775	ame_run_shuffle (2545)	CACHED	0	2021-09-14 15:40:25.686	2m	1m	84.6%	18.1 MB	340.8 MB	1.7 MB	8.6 MB
585	bc/d7fd76	13160802	ame_run_shuffle (2565)	CACHED	0	2021-09-14 15:41:00.700	1m 20s	32.9s	74.4%	13.8 MB	340.9 MB	1.2 MB	1.3 MB
592	c7/51fda6	13160823	ame_run_shuffle (2586)	CACHED	0	2021-09-14 15:41:20.676	60s	234ms	18.0%	0	0	610.5 KB	385.2 KB
600	9d/2d327b	13160828	ame_run_shuffle (2590)	CACHED	0	2021-09-14 15:41:25.657	2m 10s	1m 16s	81.7%	17.9 MB	340.8 MB	1.6 MB	3.9 MB
604	c3/3d6efa	13160839	ame_run_shuffle (2601)	CACHED	0	2021-09-14 15:41:35.779	1m 30s	41.4s	76.7%	14.5 MB	340.9 MB	1.3 MB	1.9 MB
605	d8/cdc0d3	13160841	ame_run_shuffle (2603)	CACHED	0	2021-09-14 15:41:35.804	49.9s	319ms	21.3%	0	0	555.5 KB	346.3 KB
610	99/34ef24	13160763	ame_run_shuffle (2614)	CACHED	0	2021-09-14 15:40:15.691	54.9s	296ms	23.5%	0	0	660.8 KB	416.8 KB
608	44/831496	13160836	ame_run_shuffle (2598)	CACHED	0	2021-09-14 15:41:35.744	59.9s	11.5s	68.4%	12.1 MB	340.8 MB	862.5 KB	2.2 MB
612	75/c8419c	13160856	ame_run_shuffle (2617)	CACHED	0	2021-09-14 15:41:55.639	2m 10s	1m 27s	82.3%	17.9 MB	340.8 MB	1.6 MB	7.4 MB
611	87/6d3324	13160752	ame_run_shuffle (2604)	CACHED	0	2021-09-14 15:40:10.653	55s	277ms	20.5%	0	0	555.3 KB	335 KB
590	d6/321308	13160822	ame_run_shuffle (2585)	CACHED	0	2021-09-14 15:41:20.663	60s	278ms	24.0%	0	0	610.7 KB	366.3 KB
607	13/9245fa	13160848	ame_run_shuffle (2610)	CACHED	0	2021-09-14 15:41:45.658	1m 20s	36.8s	74.6%	14.1 MB	340.9 MB	1.2 MB	1.5 MB
601	f1/04fe31	13160830	ame_run_shuffle (2592)	CACHED	0	2021-09-14 15:41:25.681	1m 30s	33.6s	74.5%	14.1 MB	340.9 MB	1.2 MB	2.2 MB
551	88/e54339	13160788	ame_run_shuffle (2554)	CACHED	0	2021-09-14 15:40:35.683	2m 25s	1m 24s	83.8%	17.9 MB	340.8 MB	1.7 MB	5.5 MB
603	21/9a795f	13160837	ame_run_shuffle (2599)	CACHED	0	2021-09-14 15:41:35.756	2m 30s	1m 39s	84.0%	18 MB	340.8 MB	1.7 MB	6.3 MB
616	e0/b36cc4	13160832	ame_run_shuffle (2594)	CACHED	0	2021-09-14 15:41:35.690	50s	338ms	23.5%	0	0	695.2 KB	400.1 KB
619	3c/84a620	13160853	ame_run_shuffle (2615)	CACHED	0	2021-09-14 15:41:52.038	48.6s	327ms	21.4%	0	0	661 KB	395.2 KB
618	eb/62b1b5	13160857	ame_run_shuffle (2618)	CACHED	0	2021-09-14 15:41:55.653	1m 20s	36.4s	75.8%	13.8 MB	340.8 MB	1.1 MB	2.5 MB
622	11/7cd109	13160847	ame_run_shuffle (2609)	CACHED	0	2021-09-14 15:41:45.640	1m 20s	33.5s	73.8%	14 MB	340.8 MB	1 MB	1.6 MB
609	f1/f85fd9	13160852	ame_run_shuffle (2613)	CACHED	0	2021-09-14 15:41:52.025	43.6s	310ms	25.2%	0	0	660.8 KB	426.4 KB
599	55/fcbed7	13160827	ame_run_shuffle (2589)	CACHED	0	2021-09-14 15:41:25.642	1m 5s	8.4s	68.3%	12 MB	340.8 MB	778.1 KB	1.4 MB
576	08/1280ac	13160780	ame_run_shuffle (2548)	CACHED	0	2021-09-14 15:40:30.651	1m 55s	53.6s	79.2%	14.7 MB	340.9 MB	1.6 MB	5.3 MB
593	31/5dfdaa	13160805	ame_run_shuffle (2568)	CACHED	0	2021-09-14 15:41:00.739	51.3s	526ms	32.4%	0	0	1.5 MB	782.6 KB
606	65/4a5f81	13160844	ame_run_shuffle (2606)	CACHED	0	2021-09-14 15:41:40.671	50s	304ms	22.5%	0	0	555.5 KB	335.7 KB
623	8d/1cbe83	13160792	ame_run_shuffle (2557)	CACHED	0	2021-09-14 15:40:45.660	1m 35s	42.4s	78.5%	14.9 MB	340.9 MB	1.5 MB	4.2 MB
615	6a/4e0f56	13160840	ame_run_shuffle (2602)	CACHED	0	2021-09-14 15:41:35.791	1m 35s	45s	78.0%	14.9 MB	340.9 MB	1.5 MB	3.7 MB
627	b6/3c630b	13160862	ame_run_shuffle (2622)	CACHED	0	2021-09-14 15:42:05.640	45.1s	228ms	18.4%	0	0	551.8 KB	343.5 KB
625	fb/a28440	13160834	ame_run_shuffle (2596)	CACHED	0	2021-09-14 15:41:35.720	49.9s	344ms	20.8%	0	0	695 KB	414.3 KB
628	ba/b20376	13160863	ame_run_shuffle (2623)	CACHED	0	2021-09-14 15:42:05.652	45.1s	265ms	18.6%	0	0	551.8 KB	346.9 KB
630	b6/a264ef	13160831	ame_run_shuffle (2593)	CACHED	0	2021-09-14 15:41:30.638	1m 50s	57.1s	80.8%	15.3 MB	340.9 MB	1.6 MB	7 MB
629	72/ee5f71	13160854	ame_run_shuffle (2616)	CACHED	0	2021-09-14 15:41:52.050	58.7s	10.2s	69.3%	11.9 MB	340.8 MB	828.4 KB	2 MB
595	f9/69a015	13160824	ame_run_shuffle (2587)	CACHED	0	2021-09-14 15:41:20.688	60s	237ms	20.8%	0	0	610.5 KB	369.9 KB
634	3b/a19e88	13160858	ame_run_shuffle (2619)	CACHED	0	2021-09-14 15:41:55.665	1m 25s	38.5s	76.2%	13.8 MB	340.9 MB	1.3 MB	3.4 MB
633	56/60ad2d	13160866	ame_run_shuffle (2627)	CACHED	0	2021-09-14 15:42:10.672	60s	19.2s	73.7%	14.1 MB	340.8 MB	1 MB	1.3 MB
637	2f/4e2f51	13160845	ame_run_shuffle (2607)	CACHED	0	2021-09-14 15:41:40.683	60s	9.3s	66.8%	11.9 MB	340.8 MB	722.9 KB	1.4 MB
598	65/f10aec	13160825	ame_run_shuffle (2588)	CACHED	0	2021-09-14 15:41:20.701	60s	278ms	23.6%	0	0	610.7 KB	362.2 KB
594	1d/c427fb	13160807	ame_run_shuffle (2570)	CACHED	0	2021-09-14 15:41:00.764	54.9s	590ms	33.8%	0	0	1.5 MB	887.7 KB
639	69/417b52	13160850	ame_run_shuffle (2612)	CACHED	0	2021-09-14 15:41:45.679	50s	307ms	21.9%	0	0	661 KB	385.7 KB
614	ab/849f5c	13160849	ame_run_shuffle (2611)	CACHED	0	2021-09-14 15:41:45.669	1m 35s	51.3s	79.6%	14.8 MB	340.9 MB	1.6 MB	7 MB
624	17/33e9bb	13160846	ame_run_shuffle (2608)	CACHED	0	2021-09-14 15:41:40.695	2m 5s	1m 17s	82.3%	17.6 MB	340.8 MB	1.5 MB	3.8 MB
641	4a/e2b584	13160784	ame_run_shuffle (2632)	CACHED	0	2021-09-14 15:40:35.639	1m	307ms	22.0%	0	0	571.3 KB	347.3 KB
591	85/da703d	13160811	ame_run_shuffle (2574)	CACHED	0	2021-09-14 15:41:05.684	2m 15s	1m 23s	83.6%	15.9 MB	340.9 MB	2.1 MB	14.9 MB
626	a6/cb3681	13160859	ame_run_shuffle (2620)	CACHED	0	2021-09-14 15:41:55.676	1m 40s	46.8s	78.1%	15 MB	340.9 MB	1.5 MB	4 MB
632	5c/913cbb	13160776	ame_run_shuffle (2626)	CACHED	0	2021-09-14 15:40:25.696	2m 10s	1m 11s	82.6%	17.6 MB	340.8 MB	1.5 MB	4.1 MB
635	8d/72497e	13160860	ame_run_shuffle (2621)	CACHED	0	2021-09-14 15:42:00.639	50.1s	284ms	23.6%	0	0	552 KB	333.2 KB
642	a2/fe6c97	13160874	ame_run_shuffle (2635)	CACHED	0	2021-09-14 15:42:20.656	2m 5s	1m 22s	82.5%	17.7 MB	340.8 MB	1.6 MB	4.4 MB
640	e2/589b16	13160871	ame_run_shuffle (2631)	CACHED	0	2021-09-14 15:42:15.673	45s	297ms	20.1%	0	0	571.3 KB	361.7 KB
645	f1/c87860	13160875	ame_run_shuffle (2636)	CACHED	0	2021-09-14 15:42:20.667	1m 20s	36.3s	74.6%	13.9 MB	340.8 MB	1 MB	1.8 MB
652	cd/efc72e	13160870	ame_run_shuffle (2630)	CACHED	0	2021-09-14 15:42:15.660	45s	325ms	22.2%	0	0	571.5 KB	350.7 KB
613	7e/e9f6ad	13160829	ame_run_shuffle (2591)	CACHED	0	2021-09-14 15:41:25.668	1m 25s	32.1s	73.3%	13.9 MB	340.8 MB	1.1 MB	1.4 MB
617	67/d19fc2	13160842	ame_run_shuffle (2605)	CACHED	0	2021-09-14 15:41:40.643	45s	285ms	20.8%	0	0	555.3 KB	369.3 KB
596	c2/865ef5	13160812	ame_run_shuffle (2575)	CACHED	0	2021-09-14 15:41:05.697	2m 5s	1m 2s	80.9%	15.3 MB	340.9 MB	1.6 MB	8.7 MB
620	86/731a14	13160793	ame_run_shuffle (2558)	CACHED	0	2021-09-14 15:40:45.679	55s	283ms	17.8%	0	0	606.3 KB	359.5 KB
643	bd/90f25b	13160876	ame_run_shuffle (2637)	CACHED	0	2021-09-14 15:42:20.677	1m 20s	37.2s	75.7%	14 MB	340.9 MB	1.2 MB	1.1 MB
650	1c/63968e	13160879	ame_run_shuffle (2639)	CACHED	0	2021-09-14 15:42:20.715	45s	265ms	19.2%	0	0	533.2 KB	329.3 KB
649	c1/ee768a	13160878	ame_run_shuffle (2638)	CACHED	0	2021-09-14 15:42:20.699	1m 25s	42.2s	76.8%	14.7 MB	340.9 MB	1.4 MB	3.7 MB
597	b6/14577f	13160808	ame_run_shuffle (2571)	CACHED	0	2021-09-14 15:41:05.645	1m 15s	25.3s	69.6%	13.6 MB	340.8 MB	1.6 MB	7.8 MB
655	35/260261	13160886	ame_run_shuffle (2646)	CACHED	0	2021-09-14 15:42:25.713	1m 15s	31.9s	73.6%	13.5 MB	340.9 MB	1.1 MB	1.4 MB
654	fa/3348cd	13160883	ame_run_shuffle (2643)	CACHED	0	2021-09-14 15:42:25.666	50s	8.1s	69.2%	11.6 MB	340.8 MB	700.5 KB	1.2 MB
646	10/2586af	13160873	ame_run_shuffle (2634)	CACHED	0	2021-09-14 15:42:20.641	50s	9.1s	67.3%	11.9 MB	340.8 MB	738.9 KB	1.5 MB
653	60/d5381c	13160869	ame_run_shuffle (2629)	CACHED	0	2021-09-14 15:42:15.651	1m 30s	47.8s	78.7%	14.8 MB	340.9 MB	1.5 MB	4.1 MB
656	85/e1f5fd	13160882	ame_run_shuffle (2642)	CACHED	0	2021-09-14 15:42:25.646	40.1s	265ms	22.4%	0	0	533.2 KB	342.3 KB
657	17/90d80f	13160881	ame_run_shuffle (2641)	CACHED	0	2021-09-14 15:42:20.734	45s	270ms	18.1%	0	0	533 KB	333.2 KB
588	56/34a408	13160803	ame_run_shuffle (2566)	CACHED	0	2021-09-14 15:41:00.711	2m 50s	2m 5s	84.6%	16.6 MB	340.9 MB	2.4 MB	34.8 MB
644	f9/b6587d	13160835	ame_run_shuffle (2597)	CACHED	0	2021-09-14 15:41:35.731	49.9s	253ms	16.6%	0	0	695.2 KB	417.2 KB
